transaction_id,customer_id,date,amount,product_category
68,49,2023-01-03 19:00:00,332.64,Food
69,17,2023-01-03 20:00:00,426.79,Food
70,10,2023-01-03 21:00:00,434.97,Home
71,49,2023-01-03 22:00:00,357.1,Clothing
72,47,2023-01-03 23:00:00,420.14,Food
73,12,2023-01-04 00:00:00,351.76,Food
74,16,2023-01-04 01:00:00,343.27,Beauty
75,24,2023-01-04 02:00:00,313.12,Beauty
76,19,2023-01-04 03:00:00,378.83,Electronics
77,8,2023-01-04 04:00:00,87.72,Home
78,31,2023-01-04 05:00:00,441.63,Electronics
79,21,2023-01-04 06:00:00,437.2,Beauty
80,17,2023-01-04 07:00:00,24.33,Clothing
81,23,2023-01-04 08:00:00,414.65,Beauty
82,37,2023-01-04 09:00:00,73.15,Home
83,16,2023-01-04 10:00:00,174.21,Beauty
84,6,2023-01-04 11:00:00,374.32,Home
85,8,2023-01-04 12:00:00,88.77,Home
86,25,2023-01-04 13:00:00,410.8,Home
87,18,2023-01-04 14:00:00,417.75,Home
88,25,2023-01-04 15:00:00,258.66,Home
89,12,2023-01-04 16:00:00,13.13,Clothing
90,15,2023-01-04 17:00:00,150.65,Electronics
91,26,2023-01-04 18:00:00,312.29,Food
92,41,2023-01-04 19:00:00,490.78,Electronics
93,45,2023-01-04 20:00:00,319.59,Home
94,26,2023-01-04 21:00:00,137.3,Clothing
95,47,2023-01-04 22:00:00,320.66,Beauty
96,32,2023-01-04 23:00:00,274.59,Clothing
97,10,2023-01-05 00:00:00,392.12,Home
98,16,2023-01-05 01:00:00,62.42,Clothing
99,7,2023-01-05 02:00:00,382.9,Clothing
100,17,2023-01-05 03:00:00,275.22,Home
101,23,2023-01-05 04:00:00,481.87,Clothing
102,26,2023-01-05 05:00:00,177.52,Food
103,21,2023-01-05 06:00:00,319.98,Food
104,22,2023-01-05 07:00:00,466.69,Clothing
105,7,2023-01-05 08:00:00,60.23,Beauty
106,14,2023-01-05 09:00:00,469.24,Home
107,15,2023-01-05 10:00:00,347.06,Food
108,7,2023-01-05 11:00:00,43.24,Beauty
109,9,2023-01-05 12:00:00,157.47,Clothing
110,48,2023-01-05 13:00:00,357.0,Beauty
111,8,2023-01-05 14:00:00,43.0,Electronics
112,50,2023-01-05 15:00:00,295.26,Food
113,23,2023-01-05 16:00:00,179.48,Clothing
114,29,2023-01-05 17:00:00,314.25,Home
115,18,2023-01-05 18:00:00,32.41,Clothing
116,31,2023-01-05 19:00:00,437.05,Home
117,30,2023-01-05 20:00:00,487.01,Clothing
118,39,2023-01-05 21:00:00,484.75,Beauty
119,35,2023-01-05 22:00:00,377.33,Beauty
120,18,2023-01-05 23:00:00,73.74,Beauty
121,42,2023-01-06 00:00:00,381.55,Electronics
122,39,2023-01-06 01:00:00,22.05,Home
123,17,2023-01-06 02:00:00,20.84,Beauty
124,14,2023-01-06 03:00:00,168.57,Electronics
125,31,2023-01-06 04:00:00,249.44,Home
126,24,2023-01-06 05:00:00,387.5,Clothing
127,35,2023-01-06 06:00:00,344.81,Electronics
128,44,2023-01-06 07:00:00,228.49,Food
129,45,2023-01-06 08:00:00,144.08,Electronics
130,34,2023-01-06 09:00:00,498.59,Electronics
131,3,2023-01-06 10:00:00,218.83,Home
132,37,2023-01-06 11:00:00,231.18,Clothing
133,43,2023-01-06 12:00:00,90.18,Food
134,40,2023-01-06 13:00:00,399.46,Beauty
135,26,2023-01-06 14:00:00,349.9,Beauty
136,23,2023-01-06 15:00:00,118.18,Electronics
137,44,2023-01-06 16:00:00,50.37,Home
138,39,2023-01-06 17:00:00,343.44,Home
139,15,2023-01-06 18:00:00,330.71,Beauty
140,49,2023-01-06 19:00:00,143.9,Food
141,4,2023-01-06 20:00:00,475.92,Clothing
142,29,2023-01-06 21:00:00,84.02,Food
143,22,2023-01-06 22:00:00,221.84,Clothing
144,25,2023-01-06 23:00:00,472.37,Beauty
145,13,2023-01-07 00:00:00,215.67,Clothing
146,18,2023-01-07 01:00:00,322.88,Home
147,33,2023-01-07 02:00:00,204.82,Electronics
148,16,2023-01-07 03:00:00,144.37,Electronics
149,45,2023-01-07 04:00:00,492.15,Beauty
150,42,2023-01-07 05:00:00,210.57,Home
151,44,2023-01-07 06:00:00,448.11,Food
152,2,2023-01-07 07:00:00,122.68,Home
153,35,2023-01-07 08:00:00,114.42,Electronics
154,42,2023-01-07 09:00:00,25.26,Electronics
155,34,2023-01-07 10:00:00,329.32,Home
156,30,2023-01-07 11:00:00,190.58,Home
157,13,2023-01-07 12:00:00,433.54,Electronics
158,13,2023-01-07 13:00:00,241.87,Food
159,18,2023-01-07 14:00:00,484.41,Beauty
160,32,2023-01-07 15:00:00,100.91,Beauty
161,32,2023-01-07 16:00:00,435.63,Home
162,35,2023-01-07 17:00:00,390.53,Beauty
163,39,2023-01-07 18:00:00,387.75,Electronics
164,46,2023-01-07 19:00:00,423.94,Electronics
165,29,2023-01-07 20:00:00,382.9,Home
166,49,2023-01-07 21:00:00,316.85,Home
167,29,2023-01-07 22:00:00,74.31,Home
168,44,2023-01-07 23:00:00,25.94,Food
169,16,2023-01-08 00:00:00,461.22,Beauty
170,44,2023-01-08 01:00:00,312.16,Home
171,47,2023-01-08 02:00:00,400.3,Clothing
172,10,2023-01-08 03:00:00,245.95,Clothing
173,30,2023-01-08 04:00:00,67.48,Electronics
174,25,2023-01-08 05:00:00,71.34,Beauty
175,39,2023-01-08 06:00:00,345.93,Home
176,20,2023-01-08 07:00:00,220.85,Clothing
177,5,2023-01-08 08:00:00,108.26,Beauty
178,1,2023-01-08 09:00:00,250.88,Electronics
179,30,2023-01-08 10:00:00,41.46,Food
180,49,2023-01-08 11:00:00,295.17,Beauty
181,3,2023-01-08 12:00:00,141.81,Beauty
182,45,2023-01-08 13:00:00,400.8,Food
183,14,2023-01-08 14:00:00,162.08,Beauty
184,30,2023-01-08 15:00:00,233.06,Electronics
185,50,2023-01-08 16:00:00,15.69,Electronics
186,4,2023-01-08 17:00:00,45.5,Food
187,18,2023-01-08 18:00:00,202.32,Home
188,37,2023-01-08 19:00:00,245.17,Clothing
189,25,2023-01-08 20:00:00,304.01,Home
190,48,2023-01-08 21:00:00,152.91,Beauty
191,1,2023-01-08 22:00:00,350.54,Clothing
192,46,2023-01-08 23:00:00,431.46,Food
193,15,2023-01-09 00:00:00,392.13,Food
194,9,2023-01-09 01:00:00,29.41,Clothing
195,15,2023-01-09 02:00:00,245.45,Electronics
196,49,2023-01-09 03:00:00,61.42,Clothing
197,24,2023-01-09 04:00:00,128.6,Beauty
198,4,2023-01-09 05:00:00,493.46,Electronics
199,12,2023-01-09 06:00:00,79.82,Food
200,37,2023-01-09 07:00:00,254.46,Clothing
